 symbol  | id            | first_trade_id | is_buyer_maker | last_trade_id | price    | quantity | time                            | timestamp

---------+---------------+----------------+----------------+---------------+----------+----------+---------------------------------+---------------

 BTCUSDT | 1712477491454 |     4844970544 |           True |    4844970544 | 69440.00 |    0.054 | 1970-01-25 12:27:38.215000+0000 | 1712477491300

 BTCUSDT | 1712477492395 |     4844970554 |           True |    4844970556 | 69436.50 |    0.012 | 1970-01-25 12:27:38.220000+0000 | 1712477492393

 BTCUSDT | 1712477492404 |     4844970557 |           True |    4844970557 | 69436.00 |    0.002 | 1970-01-25 12:27:38.221000+0000 | 1712477492393

 BTCUSDT | 1712477492446 |     4844970563 |           True |    4844970563 | 69434.40 |    0.002 | 1970-01-25 12:27:38.224000+0000 | 1712477492443

 BTCUSDT | 1712477492537 |     4844970564 |           True |    4844970564 | 69434.00 |    0.002 | 1970-01-25 12:27:38.225000+0000 | 1712477492443

 BTCUSDT | 1712477492688 |     4844970565 |          False |    4844970565 | 69433.50 |    0.141 | 1970-01-25 12:27:38.226000+0000 | 1712477492534

 BTCUSDT | 1712477492868 |     4844970566 |          False |    4844970568 | 69433.50 |    0.322 | 1970-01-25 12:27:38.227000+0000 | 1712477492714

 BTCUSDT | 1712477494157 |     4844970569 |          False |    4844970606 | 69433.50 |    0.615 | 1970-01-25 12:27:38.228000+0000 | 1712477494020

 BTCUSDT | 1712477494308 |     4844970607 |          False |    4844970612 | 69433.50 |    0.105 | 1970-01-25 12:27:38.229000+0000 | 1712477494154

 BTCUSDT | 1712477494716 |     4844970613 |          False |    4844970613 | 69433.50 |    0.028 | 1970-01-25 12:27:38.230000+0000 | 1712477494562

 BTCUSDT | 1712477494790 |     4844970614 |           True |    4844970614 | 69433.40 |    0.008 | 1970-01-25 12:27:38.231000+0000 | 1712477494773

 BTCUSDT | 1712477494849 |     4844970615 |          False |    4844970615 | 69433.50 |    0.017 | 1970-01-25 12:27:38.232000+0000 | 1712477494787

 BTCUSDT | 1712477495000 |     4844970616 |           True |    4844970628 | 69433.40 |    0.050 | 1970-01-25 12:27:38.233000+0000 | 1712477494847

 BTCUSDT | 1712477495253 |     4844970629 |           True |    4844970629 | 69433.40 |    0.002 | 1970-01-25 12:27:38.234000+0000 | 1712477495220

 BTCUSDT | 1712477495404 |     4844970630 |          False |    4844970631 | 69433.50 |    0.087 | 1970-01-25 12:27:38.235000+0000 | 1712477495250

 BTCUSDT | 1712477495613 |     4844970632 |           True |    4844970645 | 69433.40 |    0.052 | 1970-01-25 12:27:38.236000+0000 | 1712477495490

 BTCUSDT | 1712477495764 |     4844970646 |          False |    4844970648 | 69433.50 |    0.094 | 1970-01-25 12:27:38.237000+0000 | 1712477495609

 BTCUSDT | 1712477495972 |     4844970649 |          False |    4844970650 | 69433.50 |    0.052 | 1970-01-25 12:27:38.238000+0000 | 1712477495819

 BTCUSDT | 1712477496416 |     4844970651 |           True |    4844970667 | 69433.40 |    0.500 | 1970-01-25 12:27:38.239000+0000 | 1712477496262

 BTCUSDT | 1712477496674 |     4844970668 |           True |    4844970702 | 69433.40 |    0.535 | 1970-01-25 12:27:38.240000+0000 | 1712477496669

