 symbol  | id            | first_trade_id | is_buyer_maker | last_trade_id | price   | quantity | time                            | timestamp

---------+---------------+----------------+----------------+---------------+---------+----------+---------------------------------+---------------

 ETHUSDT | 1712477464453 |     3854231516 |           True |    3854231517 | 3392.06 |    0.014 | 1970-01-19 06:54:46.683000+0000 | 1712477464348

 ETHUSDT | 1712477464563 |     3854231518 |           True |    3854231518 | 3392.06 |    0.085 | 1970-01-19 06:54:46.684000+0000 | 1712477464451

 ETHUSDT | 1712477464714 |     3854231519 |           True |    3854231519 | 3392.06 |    0.013 | 1970-01-19 06:54:46.685000+0000 | 1712477464560

 ETHUSDT | 1712477465282 |     3854231520 |           True |    3854231521 | 3392.06 |    0.417 | 1970-01-19 06:54:46.686000+0000 | 1712477465126

 ETHUSDT | 1712477465648 |     3854231522 |           True |    3854231522 | 3392.06 |    0.013 | 1970-01-19 06:54:46.687000+0000 | 1712477465495

 ETHUSDT | 1712477465810 |     3854231523 |           True |    3854231523 | 3392.06 |    0.008 | 1970-01-19 06:54:46.688000+0000 | 1712477465701

 ETHUSDT | 1712477465961 |     3854231524 |           True |    3854231526 | 3392.06 |    0.260 | 1970-01-19 06:54:46.689000+0000 | 1712477465808

 ETHUSDT | 1712477466268 |     3854231527 |           True |    3854231528 | 3392.06 |    0.687 | 1970-01-19 06:54:46.690000+0000 | 1712477466163

 ETHUSDT | 1712477466375 |     3854231529 |           True |    3854231529 | 3392.06 |    0.009 | 1970-01-19 06:54:46.691000+0000 | 1712477466265

 ETHUSDT | 1712477466475 |     3854231530 |           True |    3854231530 | 3392.06 |    0.008 | 1970-01-19 06:54:46.692000+0000 | 1712477466371

 ETHUSDT | 1712477466580 |     3854231531 |           True |    3854231532 | 3392.06 |    0.085 | 1970-01-19 06:54:46.693000+0000 | 1712477466472

 ETHUSDT | 1712477466731 |     3854231533 |           True |    3854231533 | 3392.06 |    0.013 | 1970-01-19 06:54:46.694000+0000 | 1712477466577

 ETHUSDT | 1712477467238 |     3854231534 |           True |    3854231534 | 3392.06 |    0.589 | 1970-01-19 06:54:46.695000+0000 | 1712477467085

 ETHUSDT | 1712477467536 |     3854231535 |           True |    3854231535 | 3392.06 |    0.012 | 1970-01-19 06:54:46.696000+0000 | 1712477467424

 ETHUSDT | 1712477467687 |     3854231536 |           True |    3854231557 | 3392.06 |   15.013 | 1970-01-19 06:54:46.697000+0000 | 1712477467532

 ETHUSDT | 1712477467896 |     3854231558 |           True |    3854231559 | 3392.06 |    0.626 | 1970-01-19 06:54:46.698000+0000 | 1712477467742

 ETHUSDT | 1712477468107 |     3854231560 |           True |    3854231565 | 3392.06 |    0.264 | 1970-01-19 06:54:46.699000+0000 | 1712477467953

 ETHUSDT | 1712477468266 |     3854231566 |          False |    3854231566 | 3392.07 |    0.060 | 1970-01-19 06:54:46.700000+0000 | 1712477468213

 ETHUSDT | 1712477468368 |     3854231567 |           True |    3854231567 | 3392.06 |    0.008 | 1970-01-19 06:54:46.701000+0000 | 1712477468262

 ETHUSDT | 1712477468471 |     3854231568 |           True |    3854231568 | 3392.06 |    0.008 | 1970-01-19 06:54:46.702000+0000 | 1712477468365

